gene_id	uniprot_acc	uniprot_entry	pident	align_length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	qlen	slen	qcovs	quality_tier	description
Montipora_capitata_HIv3___RNAseq.g41114.t1	P20700	LMNB1_HUMAN	30.189	583	302	14	40	1632	20	549	4.62e-48	182	2217	586	88	MEDIUM	Lamin-B1
Montipora_capitata_HIv3___RNAseq.g41144.t1	O60494	CUBN_HUMAN	31.330	233	139	5	160	846	824	1039	4.59e-22	103	1419	3623	63	MEDIUM	Cubilin
Montipora_capitata_HIv3___RNAseq.g41226.t1	Q9NVG8	TBC13_HUMAN	59.645	394	150	4	10	1170	6	397	6.34e-165	472	1248	400	93	HIGH	TBC1 domain family member 13
Montipora_capitata_HIv3___RNAseq.g41254.t1	Q8TE60	ATS18_HUMAN	31.328	881	463	27	163	2445	60	918	1.61e-120	396	2484	1221	92	MEDIUM	A disintegrin and metalloproteinase with thrombospondin motifs 18
Montipora_capitata_HIv3___TS.g47745.t1	Q5R874	DHX9_PONAB	53.138	1195	489	16	19	3555	5	1144	0.0	1258	3771	1269	94	HIGH	ATP-dependent RNA helicase A
Montipora_capitata_HIv3___RNAseq.g41318.t1	Q08CY9	EOGT_XENTR	50.320	469	214	9	133	1518	56	512	5.02e-158	463	1554	525	89	HIGH	EGF domain-specific O-linked N-acetylglucosamine transferase
Montipora_capitata_HIv3___RNAseq.g41333.t1	Q5ZMC0	EDF1_CHICK	70.946	148	43	0	1	444	1	148	4.02e-72	216	450	148	99	HIGH	Endothelial differentiation-related factor 1 homolog
Montipora_capitata_HIv3___RNAseq.g41416.t2a	B3EWZ9	HEPHL_ACRMI	54.771	1090	474	10	28	3270	6	1085	0.0	1250	3474	1114	93	HIGH	Hephaestin-like protein
Montipora_capitata_HIv3___RNAseq.g41490.t1	P33587	PROC_MOUSE	32.861	353	184	12	310	1242	104	445	6.71e-40	151	1266	460	74	MEDIUM	Vitamin K-dependent protein C
Montipora_capitata_HIv3___TS.g48039.t2	O01635	ASIC1_CAEEL	26.950	423	215	17	574	1806	436	776	6.08e-27	120	1896	823	65	LOW	Degenerin-like protein asic-1
Montipora_capitata_HIv3___RNAseq.g41558.t1	B3EWY6	SAAR1_ACRMI	38.532	109	63	3	133	456	113	218	7.49e-15	76.3	711	386	46	LOW	Skeletal aspartic acid-rich protein 1
Montipora_capitata_HIv3___RNAseq.g41637.t1	Q8N567	ZCHC9_HUMAN	50.000	152	66	5	472	924	129	271	3.11e-44	155	927	271	49	LOW	Zinc finger CCHC domain-containing protein 9
Montipora_capitata_HIv3___TS.g48244.t1	Q6N075	MFSD5_HUMAN	35.156	384	226	6	220	1335	26	398	9.74e-51	182	1497	450	75	MEDIUM	Molybdate-anion transporter
Montipora_capitata_HIv3___RNAseq.g42092.t1	Q8C1B2	PARPT_MOUSE	36.946	203	124	4	2257	2859	449	649	1.16e-33	142	2868	657	21	LOW	Protein mono-ADP-ribosyltransferase TIPARP
Montipora_capitata_HIv3___RNAseq.g42130.t1	Q09575	YRD6_CAEEL	27.624	181	111	6	205	693	714	892	1.02e-10	64.7	705	1268	69	LOW	Uncharacterized protein K02A2.6
Montipora_capitata_HIv3___RNAseq.g42152.t1	Q9TXQ1	TNKS1_CAEEL	33.469	493	289	12	6127	7545	1800	2273	1.96e-66	255	7800	2276	57	MEDIUM	Poly [ADP-ribose] polymerase tankyrase
Montipora_capitata_HIv3___RNAseq.g42608.t1	Q8IU60	DCP2_HUMAN	50.787	254	122	1	67	828	8	258	1.11e-93	291	1314	420	58	MEDIUM	m7GpppN-mRNA hydrolase
Montipora_capitata_HIv3___RNAseq.g42612.t1	Q8HXX6	SAP3_MACFA	23.529	187	111	7	52	531	7	188	2.10e-09	57.8	534	190	90	LOW	Ganglioside GM2 activator
Montipora_capitata_HIv3___RNAseq.g42740.t1	Q9JME5	AP3B2_MOUSE	72.144	639	172	2	40	1938	23	661	0.0	887	2595	1082	73	HIGH	AP-3 complex subunit beta-2
Montipora_capitata_HIv3___RNAseq.g42988.t1	Q8C9B9	DIDO1_MOUSE	54.545	33	15	0	2158	2256	266	298	8.87e-07	57.0	2367	2256	4	LOW	Death-inducer obliterator 1
Montipora_capitata_HIv3___RNAseq.g43111.t1	Q99L28	RLP24_MOUSE	64.375	160	55	1	1	474	1	160	6.66e-71	214	486	163	98	HIGH	Probable ribosome biogenesis protein RLP24
Montipora_capitata_HIv3___RNAseq.g43134.t1	P32027	CROC_DROME	62.385	109	41	0	238	564	71	179	8.65e-40	148	849	508	39	LOW	Fork head domain-containing protein crocodile
Montipora_capitata_HIv3___RNAseq.g43161.t1a	O88700	BLM_MOUSE	50.617	567	263	7	937	2622	656	1210	0.0	579	2979	1416	57	MEDIUM	RecQ-like DNA helicase BLM
Montipora_capitata_HIv3___RNAseq.g43228.t1a	Q9D2K4	IQCH_MOUSE	42.048	1094	562	16	22	3249	5	1044	0.0	845	3729	1071	87	HIGH	IQ domain-containing protein H
Montipora_capitata_HIv3___RNAseq.g43738.t1	A0A261GVB1	TYR2_HAHS4	41.834	447	206	14	13	1275	2	420	9.98e-93	301	2070	550	61	HIGH	Tyrosinase HcTyr2
Montipora_capitata_HIv3___RNAseq.g43827.t1	P31907	HOXX_BRADU	50.943	106	47	3	7	309	327	432	1.94e-21	90.9	333	566	91	HIGH	Hydrogenase maturation factor HoxX
Montipora_capitata_HIv3___TS.g50346.t1b	P31907	HOXX_BRADU	31.004	229	125	11	40	690	10	217	3.81e-15	77.8	711	566	92	MEDIUM	Hydrogenase maturation factor HoxX
Montipora_capitata_HIv3___RNAseq.g43960.t1	Q8R508	FAT3_RAT	37.302	126	61	7	106	462	4021	4135	2.66e-11	72.0	2685	4555	13	LOW	Protocadherin Fat 3
Montipora_capitata_HIv3___RNAseq.g44050.t1	Q7T2B9	MTPN_DANRE	40.449	89	52	1	385	651	6	93	7.95e-14	69.3	732	118	36	LOW	Myotrophin
Montipora_capitata_HIv3___TS.g50674.t1	Q9BXW7	HDHD5_HUMAN	38.107	412	169	11	109	1188	41	418	1.12e-57	197	1203	423	90	MEDIUM	Haloacid dehalogenase-like hydrolase domain-containing 5
Montipora_capitata_HIv3___RNAseq.g44164.t1	P38658	ERP60_SCHMA	37.008	127	72	2	76	435	19	144	4.29e-20	89.4	498	484	72	MEDIUM	Probable protein disulfide-isomerase ER-60
Montipora_capitata_HIv3___RNAseq.g44252.t1	H1AFJ5	SCNNA_NEOFS	27.419	558	332	16	148	1671	23	557	1.09e-55	202	1716	655	89	LOW	Epithelial sodium channel subunit alpha
Montipora_capitata_HIv3___RNAseq.g44321.t1	Q3UZD5	PRDM6_MOUSE	41.609	435	193	12	670	1944	200	583	1.81e-95	309	1953	596	65	HIGH	Putative histone-lysine N-methyltransferase PRDM6
Montipora_capitata_HIv3___RNAseq.g46193.t1c	Q86VZ2	WDR5B_HUMAN	23.899	318	210	12	3007	3912	27	328	1.36e-08	62.0	4062	330	22	LOW	WD repeat-containing protein 5B
Montipora_capitata_HIv3___RNAseq.g46357.t1	Q9CYL5	GAPR1_MOUSE	42.282	149	77	5	811	1251	9	150	1.52e-28	113	1362	154	32	LOW	Golgi-associated plant pathogenesis-related protein 1
Montipora_capitata_HIv3___RNAseq.g46376.t1	B3EWZ8	ECT_ACRMI	54.762	42	19	0	298	423	248	289	3.93e-06	48.9	459	400	27	LOW	Ectin (Fragment)
Montipora_capitata_HIv3___RNAseq.g46377.t1	Q9CYL5	GAPR1_MOUSE	41.441	111	49	6	1	324	52	149	7.85e-14	66.6	351	154	92	MEDIUM	Golgi-associated plant pathogenesis-related protein 1
Montipora_capitata_HIv3___RNAseq.g46378.t1	P48416	CP10_LYMST	33.794	506	314	10	73	1566	52	544	6.12e-95	302	1569	545	95	MEDIUM	Cytochrome P450 10
Montipora_capitata_HIv3___RNAseq.g46398.t1	Q09930	DIRA_CAEEL	33.918	171	102	3	58	567	31	191	2.20e-28	109	663	219	77	MEDIUM	GTP-binding protein drn-1 (Fragment)
Montipora_capitata_HIv3___RNAseq.g46409.t1	Q9PVW8	SAL_SILAS	37.681	207	109	7	40	636	113	307	2.44e-31	119	642	308	93	MEDIUM	Rhamnose-binding lectin
Montipora_capitata_HIv3___RNAseq.g46546.t1	Q93Z30	BHP_ARATH	30.159	252	145	8	1684	2355	166	414	1.71e-24	111	2367	459	28	LOW	Serine/threonine-protein kinase 12
Montipora_capitata_HIv3___RNAseq.g46567.t1	Q93Z30	BHP_ARATH	30.992	242	141	7	979	1635	176	414	1.19e-23	107	1665	459	39	LOW	Serine/threonine-protein kinase 12
Montipora_capitata_HIv3___TS.g1054.t1	F6R2G2	NLRC4_XENTR	26.056	284	155	11	409	1131	143	414	2.13e-10	66.2	1146	997	63	LOW	NLR family CARD domain-containing protein 4
Montipora_capitata_HIv3___RNAseq.g46769.t1	Q80TC5	POGK_MOUSE	32.258	93	61	2	205	483	199	289	1.94e-06	51.2	594	607	47	LOW	Pogo transposable element with KRAB domain
Montipora_capitata_HIv3___RNAseq.g46819.t1	Q9VVY3	GBS76_DROME	36.872	179	101	5	142	651	459	634	1.72e-28	115	675	681	76	MEDIUM	Glycogen-binding subunit 76A
Montipora_capitata_HIv3___RNAseq.g46820.t1	Q28E28	PPR3B_XENTR	41.379	174	91	6	139	630	77	249	1.29e-28	112	705	301	70	HIGH	Protein phosphatase 1 regulatory subunit 3B
Montipora_capitata_HIv3___TS.g1118.t1	Q8TDB6	DTX3L_HUMAN	57.542	179	75	1	1498	2031	561	739	1.35e-51	194	2037	740	26	LOW	E3 ubiquitin-protein ligase DTX3L
Montipora_capitata_HIv3___RNAseq.g46860.t1	Q9WYX8	Y508_THEMA	48.295	176	87	4	1471	1998	426	597	5.35e-39	158	3654	599	14	LOW	Uncharacterized protein TM_0508
Montipora_capitata_HIv3___RNAseq.g46863.t1	Q8TDB6	DTX3L_HUMAN	56.863	204	86	2	2251	2856	536	739	6.38e-57	213	2862	740	21	LOW	E3 ubiquitin-protein ligase DTX3L
Montipora_capitata_HIv3___RNAseq.35314_t	Q5REG4	DTX3_PONAB	59.574	188	72	3	3538	4089	157	344	1.28e-54	197	4095	347	13	LOW	Probable E3 ubiquitin-protein ligase DTX3
Montipora_capitata_HIv3___RNAseq.g46921.t1	A2RT91	ANKAR_MOUSE	32.533	375	249	3	25	1143	977	1349	1.32e-55	205	1617	1465	69	MEDIUM	Ankyrin and armadillo repeat-containing protein
Montipora_capitata_HIv3___RNAseq.g47014.t1	Q3UQ28	PXDN_MOUSE	31.250	272	179	6	535	1326	340	611	8.72e-33	137	1515	1475	62	MEDIUM	Peroxidasin homolog
Montipora_capitata_HIv3___TS.g1358.t1	Q9Z0U4	GABR1_RAT	22.737	475	291	14	70	1335	163	614	1.28e-22	104	1353	960	94	LOW	Gamma-aminobutyric acid type B receptor subunit 1
Montipora_capitata_HIv3___RNAseq.g47210.t1	Q09575	YRD6_CAEEL	28.529	333	203	11	223	1140	753	1077	2.39e-33	138	1515	1268	61	LOW	Uncharacterized protein K02A2.6
Montipora_capitata_HIv3___RNAseq.g47211.t1	P10394	POL4_DROME	41.667	96	54	1	205	486	443	538	1.01e-13	71.6	516	1237	55	MEDIUM	Retrovirus-related Pol polyprotein from transposon 412
Montipora_capitata_HIv3___RNAseq.g47379.t1	Q99547	MPH6_HUMAN	48.352	91	42	2	1	273	75	160	1.22e-11	60.1	276	160	99	MEDIUM	M-phase phosphoprotein 6
Montipora_capitata_HIv3___RNAseq.g47633.t1	Q9BZ19	ANR60_HUMAN	25.907	193	111	8	127	636	113	296	5.53e-07	57.0	3384	345	15	LOW	Ankyrin repeat domain-containing protein 60
Montipora_capitata_HIv3___RNAseq.g47938.t1	P05130	KPC1_DROME	37.193	285	162	7	328	1167	352	624	5.38e-48	176	1185	679	71	MEDIUM	Protein kinase C, brain isozyme
Montipora_capitata_HIv3___RNAseq.g47955.t1	Q641Y8	DDX1_RAT	67.692	195	61	1	7	585	538	732	7.14e-93	289	609	740	95	HIGH	ATP-dependent RNA helicase DDX1
Montipora_capitata_HIv3___RNAseq.g48010.t1	Q96CG8	CTHR1_HUMAN	46.763	139	70	3	148	555	105	242	2.93e-36	130	666	243	61	HIGH	Collagen triple helix repeat-containing protein 1
Montipora_capitata_HIv3___TS.g2501.t2	A4IFW2	PTPRF_DANRE	30.588	340	192	9	1051	1998	600	919	8.46e-30	132	2802	1909	34	LOW	Receptor-type tyrosine-protein phosphatase F
Montipora_capitata_HIv3___TS.g2560.t1	P23978	SC6A1_RAT	44.479	643	284	8	97	1998	1	579	0.0	557	2073	599	92	HIGH	Sodium- and chloride-dependent GABA transporter 1
Montipora_capitata_HIv3___RNAseq.g49273.t1	B3EWY9	MLP_ACRMI	31.173	571	320	15	34	1590	1004	1553	3.93e-73	256	1602	1594	97	MEDIUM	Mucin-like protein (Fragment)
Montipora_capitata_HIv3___RNAseq.g49548.t1b	Q90805	CNG1_CHICK	30.879	421	264	12	589	1824	244	646	6.68e-51	196	3444	735	72	MEDIUM	Cyclic nucleotide-gated channel cone photoreceptor subunit alpha
Montipora_capitata_HIv3___RNAseq.g49564.t1	P78357	CNTP1_HUMAN	32.609	276	170	8	277	1086	515	780	3.31e-33	134	1095	1384	74	MEDIUM	Contactin-associated protein 1
Montipora_capitata_HIv3___RNAseq.g49577.t1	Q5TM20	TNFB_MACMU	28.931	159	87	7	49	474	56	205	4.68e-08	53.5	477	205	89	LOW	Lymphotoxin-alpha
Montipora_capitata_HIv3___RNAseq.g49841.t1	A0A0C2SRU0	IBOD_AMAMK	40.960	354	177	9	367	1347	1	349	5.90e-81	257	1359	350	72	HIGH	Decarboxylase iboD
Montipora_capitata_HIv3___RNAseq.g49895.t2	O43315	AQP9_HUMAN	49.438	267	134	1	76	873	4	270	1.84e-86	264	933	295	86	HIGH	Aquaporin-9
Montipora_capitata_HIv3___RNAseq.g49962.t1	Q96C34	RUND1_HUMAN	33.888	661	316	16	58	1935	39	613	1.31e-81	273	1947	613	96	MEDIUM	RUN domain-containing protein 1
Montipora_capitata_HIv3___RNAseq.g49974.t1	Q9W7R6	SOX14_CHICK	54.630	108	46	2	10	327	3	109	3.64e-26	105	723	240	44	LOW	Transcription factor SOX-14
Montipora_capitata_HIv3___RNAseq.g49986.t1	A0A2J6RX17	NLRN_HYAVF	22.381	420	261	14	1003	2184	358	738	9.26e-07	57.8	4755	990	25	LOW	Nucleotide-binding leucine-rich repeat (NLR)-like protein
Montipora_capitata_HIv3___RNAseq.g50110.t1	Q5CZC0	FSIP2_HUMAN	44.231	104	52	4	94	399	51	150	2.67e-12	77.0	7284	6907	4	LOW	Fibrous sheath-interacting protein 2
Montipora_capitata_HIv3___RNAseq.g50166.t1	Q9UBS5	GABR1_HUMAN	26.385	758	467	19	22	2136	164	883	1.27e-61	226	2139	961	99	LOW	Gamma-aminobutyric acid type B receptor subunit 1
Montipora_capitata_HIv3___TS.g4543.t1	O88871	GABR2_RAT	37.584	298	175	3	88	981	457	743	2.61e-57	206	1290	940	69	MEDIUM	Gamma-aminobutyric acid type B receptor subunit 2
Montipora_capitata_HIv3___RNAseq.g50170.t1	O75899	GABR2_HUMAN	26.368	603	368	14	379	2049	173	745	1.08e-52	201	2319	941	72	LOW	Gamma-aminobutyric acid type B receptor subunit 2
Montipora_capitata_HIv3___RNAseq.g50276.t1	Q6NV04	HACL2_DANRE	69.231	624	187	2	1	1866	1	621	0.0	792	1869	621	99	HIGH	2-hydroxyacyl-CoA lyase 2
Montipora_capitata_HIv3___TS.g4674.t2b	F1M3J4	MRP4_RAT	32.895	760	444	14	49	2244	4	725	1.20e-124	410	2655	1325	96	MEDIUM	ATP-binding cassette subfamily C member 4
Montipora_capitata_HIv3___RNAseq.g8250.t1b	Q9UNQ0	ABCG2_HUMAN	50.556	540	260	3	28	1641	60	594	1.64e-179	524	1692	655	95	HIGH	Broad substrate specificity ATP-binding cassette transporter ABCG2
Montipora_capitata_HIv3___TS.g20607.t1	Q9P2R3	ANFY1_HUMAN	54.369	515	182	1	331	1716	652	1166	0.0	556	1725	1169	81	HIGH	Rabankyrin-5
Montipora_capitata_HIv3___RNAseq.g23883.t1	O50655	XERD_SELRU	28.155	206	142	4	94	699	39	242	3.84e-15	78.6	948	341	64	LOW	Integrase/recombinase xerD homolog
Montipora_capitata_HIv3___RNAseq.g12596.t1	Q8BIK4	DOCK9_MOUSE	38.227	1117	547	25	1	3078	532	1596	0.0	704	3462	2055	99	MEDIUM	Dedicator of cytokinesis protein 9
Montipora_capitata_HIv3___TS.g23449.t1	P08548	LIN1_NYCCO	23.858	197	143	2	3154	3732	452	645	1.21e-12	77.0	4101	1260	14	LOW	LINE-1 reverse transcriptase homolog
Montipora_capitata_HIv3___RNAseq.g18899.t1c	A8WH75	CD302_PIG	25.926	135	82	7	22	408	30	152	1.75e-06	49.3	465	240	83	LOW	CD302 antigen
Montipora_capitata_HIv3___RNAseq.g40120.t1	Q8RWL6	STY17_ARATH	29.242	277	170	9	2110	2883	275	544	3.32e-26	118	2907	570	27	LOW	Serine/threonine-protein kinase STY17
Montipora_capitata_HIv3___RNAseq.g40082.t1	Q61488	DHH_MOUSE	33.146	178	112	3	985	1497	187	364	1.81e-22	103	1602	396	32	LOW	Desert hedgehog protein
Montipora_capitata_HIv3___RNAseq.g7598.t1	Q5TZ51	MPV17_DANRE	49.123	171	85	2	22	528	5	175	9.87e-54	172	582	177	87	HIGH	Mitochondrial inner membrane protein Mpv17
Montipora_capitata_HIv3___RNAseq.g50386.t1	P86854	PLCL_MYTGA	30.435	138	89	5	163	573	17	148	4.45e-18	80.9	636	156	65	MEDIUM	Perlucin-like protein
Montipora_capitata_HIv3___TS.g19595.t1	Q96CG8	CTHR1_HUMAN	43.169	183	93	4	925	1440	61	243	5.31e-39	145	1449	243	36	LOW	Collagen triple helix repeat-containing protein 1
Montipora_capitata_HIv3___RNAseq.g7739.t1	Q6TEP1	F91A1_DANRE	40.000	280	135	7	1	837	567	814	1.04e-51	184	843	831	99	HIGH	Protein FAM91A1
Montipora_capitata_HIv3___RNAseq.g7741.t1	Q91731	SX11A_XENLA	67.949	78	24	1	58	288	31	108	1.62e-29	118	879	382	26	LOW	Transcription factor Sox-11-A
Montipora_capitata_HIv3___RNAseq.g12401.t1	Q20176	NAS39_CAEEL	37.607	117	69	2	679	1023	664	778	8.99e-13	75.1	1683	928	20	LOW	Zinc metalloproteinase nas-39
Montipora_capitata_HIv3___RNAseq.g23762.t1	Q5R739	JOS1_PONAB	45.714	175	94	1	4	525	25	199	5.11e-53	171	573	202	91	HIGH	Josephin-1
Montipora_capitata_HIv3___RNAseq.g8395.t2a	Q9BUZ4	TRAF4_HUMAN	29.592	294	151	5	52	768	3	295	1.24e-39	152	1404	470	51	LOW	TNF receptor-associated factor 4
Montipora_capitata_HIv3___RNAseq.g45777.t1	Q6DBY9	CHST1_DANRE	29.477	363	219	17	127	1146	65	413	5.19e-28	117	1179	420	87	LOW	Carbohydrate sulfotransferase 1
Montipora_capitata_HIv3___RNAseq.g3804.t1	Q9VBW3	CAD96_DROME	43.986	291	160	2	1384	2256	484	771	3.75e-76	265	2259	773	39	LOW	Tyrosine kinase receptor Cad96Ca
Montipora_capitata_HIv3___RNAseq.g3632.t2	P01133	EGF_HUMAN	47.619	63	31	2	1968	2150	870	932	3.96e-08	60.8	2154	1207	8	LOW	Pro-epidermal growth factor
Montipora_capitata_HIv3___RNAseq.g40162.t1	Q9Z0U4	GABR1_RAT	27.440	707	444	19	88	2139	169	829	8.85e-58	216	2322	960	88	LOW	Gamma-aminobutyric acid type B receptor subunit 1
Montipora_capitata_HIv3___RNAseq.g40166.t1	O88871	GABR2_RAT	29.364	613	369	15	427	2193	172	744	3.90e-64	235	2463	940	72	LOW	Gamma-aminobutyric acid type B receptor subunit 2
Montipora_capitata_HIv3___TS.g14199.t1	Q5F4A1	G2E3_CHICK	20.386	363	259	13	1276	2343	400	739	4.82e-07	57.4	2358	742	45	LOW	G2/M phase-specific E3 ubiquitin-protein ligase
Montipora_capitata_HIv3___RNAseq.g12548.t1	Q640U7	CCD93_XENTR	64.754	122	43	0	1114	1479	485	606	3.89e-46	173	1497	610	24	LOW	Coiled-coil domain-containing protein 93
Montipora_capitata_HIv3___RNAseq.g29751.t1	Q5ZM55	FEM1B_CHICK	38.278	627	375	5	31	1896	8	627	1.24e-133	408	1899	627	98	MEDIUM	Protein fem-1 homolog B
Montipora_capitata_HIv3___RNAseq.g18650.t1	Q7RTR2	NLRC3_HUMAN	44.444	387	215	0	418	1578	671	1057	2.73e-72	252	1581	1065	92	HIGH	NLR family CARD domain-containing protein 3
Montipora_capitata_HIv3___TS.g14155.t1	Q8N972	ZN709_HUMAN	62.284	464	175	0	10	1401	151	614	0.0	579	1647	641	85	HIGH	Zinc finger protein 709
Montipora_capitata_HIv3___RNAseq.g4241.t1	Q504Q3	PAN2_HUMAN	51.433	628	280	9	1	1845	566	1181	0.0	591	1866	1202	99	HIGH	PAN2-PAN3 deadenylation complex catalytic subunit PAN2
Montipora_capitata_HIv3___RNAseq.g4221.t1	Q5F4A1	G2E3_CHICK	21.359	309	193	8	496	1302	389	687	3.84e-11	69.3	1470	742	55	LOW	G2/M phase-specific E3 ubiquitin-protein ligase
Montipora_capitata_HIv3___RNAseq.g8507.t1	Q14159	SPIDR_HUMAN	29.589	365	194	14	19	1062	257	575	3.85e-22	103	1407	915	74	LOW	DNA repair-scaffolding protein
Montipora_capitata_HIv3___RNAseq.g29906.t1	Q9Y5X5	NPFF2_HUMAN	23.500	200	119	8	28	558	260	448	4.62e-06	51.2	828	522	64	LOW	Neuropeptide FF receptor 2
Montipora_capitata_HIv3___RNAseq.g34888.t1	Q9CL21	RECQ_PASMU	27.969	261	145	10	1	777	134	353	2.63e-20	94.7	921	632	84	LOW	ATP-dependent DNA helicase RecQ
Montipora_capitata_HIv3___RNAseq.g18955.t1	Q3UG20	KMT2E_MOUSE	35.208	480	236	10	247	1497	118	585	3.56e-61	235	4056	1868	31	LOW	Inactive histone-lysine N-methyltransferase 2E
Montipora_capitata_HIv3___RNAseq.g29879.t1b	Q8BIK4	DOCK9_MOUSE	39.840	1870	855	34	25	5004	238	2047	0.0	1245	5073	2055	98	MEDIUM	Dedicator of cytokinesis protein 9
Montipora_capitata_HIv3___RNAseq.g18698.t1	Q12965	MYO1E_HUMAN	50.877	114	52	2	1	333	818	930	3.21e-25	117	2790	1108	17	LOW	Unconventional myosin-Ie
Montipora_capitata_HIv3___RNAseq.g34765.t1	O00463	TRAF5_HUMAN	22.018	218	153	5	52	666	39	252	4.03e-12	70.1	933	557	66	LOW	TNF receptor-associated factor 5
Montipora_capitata_HIv3___RNAseq.g6.t1	Q9VBW3	CAD96_DROME	43.269	312	174	2	1093	2028	463	771	1.77e-72	253	2031	773	46	LOW	Tyrosine kinase receptor Cad96Ca
Montipora_capitata_HIv3___TS.g7221.t1	O88516	DLL3_MOUSE	44.706	85	46	1	883	1137	308	391	5.16e-14	78.6	1677	592	19	LOW	Delta-like protein 3
Montipora_capitata_HIv3___RNAseq.g4159.t1	Q96AY4	TTC28_HUMAN	25.868	835	534	25	169	2538	294	1088	5.09e-46	183	2541	2481	98	LOW	Tetratricopeptide repeat protein 28
Montipora_capitata_HIv3___TS.g20500.t1	Q8N972	ZN709_HUMAN	62.740	365	134	1	211	1305	203	565	1.64e-154	461	1764	641	68	HIGH	Zinc finger protein 709
Montipora_capitata_HIv3___RNAseq.g8070.t1	O35235	TNF11_MOUSE	29.464	112	70	3	169	477	201	312	9.33e-07	50.8	483	316	64	LOW	Tumor necrosis factor ligand superfamily member 11
Montipora_capitata_HIv3___RNAseq.g50417.t1	O50655	XERD_SELRU	29.655	290	189	8	79	930	45	325	1.01e-17	85.9	978	341	87	LOW	Integrase/recombinase xerD homolog
Montipora_capitata_HIv3___RNAseq.g23618.t1	Q8WTJ4	UBXN6_CAEEL	28.440	109	67	3	22	324	150	255	2.64e-06	50.8	615	437	49	LOW	UBX domain-containing protein 6
Montipora_capitata_HIv3___RNAseq.g50691.t1	Q14554	PDIA5_HUMAN	37.456	283	157	5	76	909	236	503	1.14e-35	138	975	519	87	MEDIUM	Protein disulfide-isomerase A5
Montipora_capitata_HIv3___TS.g23708.t1	Q99JY3	GIMA4_MOUSE	31.980	197	106	6	748	1335	31	200	2.93e-17	87.0	1914	328	31	LOW	GTPase IMAP family member 4
Montipora_capitata_HIv3___RNAseq.g4125.t1	Q9NZJ4	SACS_HUMAN	27.604	1594	914	54	85	4380	3061	4576	6.62e-128	445	4389	4579	98	LOW	Sacsin
Montipora_capitata_HIv3___RNAseq.g50729.t2	Q9BUZ4	TRAF4_HUMAN	32.143	196	120	9	433	1002	25	213	9.63e-18	90.5	2184	470	26	LOW	TNF receptor-associated factor 4
Montipora_capitata_HIv3___RNAseq.g15566.t1	O06997	YVDP_BACSU	29.139	453	277	13	163	1461	18	446	3.68e-26	114	1488	447	87	LOW	Uncharacterized FAD-linked oxidoreductase YvdP
Montipora_capitata_HIv3___RNAseq.g15327.t1	Q61382	TRAF4_MOUSE	26.971	241	155	8	169	840	138	374	3.67e-10	63.5	843	470	80	LOW	TNF receptor-associated factor 4
Montipora_capitata_HIv3___RNAseq.g29792.t1	P15043	RECQ_ECOLI	25.275	455	272	13	1	1227	78	510	3.78e-32	132	1272	609	96	LOW	ATP-dependent DNA helicase RecQ
Montipora_capitata_HIv3___RNAseq.g24020.t1	Q16832	DDR2_HUMAN	35.762	151	88	4	91	516	34	184	1.50e-18	93.6	1677	855	25	LOW	Discoidin domain-containing receptor 2
Montipora_capitata_HIv3___TS.g45403.t1	P35187	SGS1_YEAST	27.138	269	157	9	73	867	676	909	6.35e-17	88.2	1515	1447	52	LOW	ATP-dependent helicase SGS1
Montipora_capitata_HIv3___TS.g29616.t1	Q8BIK4	DOCK9_MOUSE	34.416	831	335	22	658	2634	1049	1841	1.68e-120	407	2694	2055	97	MEDIUM	Dedicator of cytokinesis protein 9
Montipora_capitata_HIv3___RNAseq.g40284.t1	Q640U7	CCD93_XENTR	56.643	143	56	2	283	693	457	599	1.77e-46	166	732	610	56	MEDIUM	Coiled-coil domain-containing protein 93
Montipora_capitata_HIv3___RNAseq.53422_t	P47970	NPTX2_CAVPO	45.122	164	87	2	1	483	240	403	1.50e-41	147	546	427	88	HIGH	Neuronal pentraxin-2
Montipora_capitata_HIv3___TS.g19443.t1	Q4R9C4	G2E3_MACFA	24.839	310	213	9	241	1140	348	647	1.94e-14	79.3	1305	706	69	LOW	G2/M phase-specific E3 ubiquitin-protein ligase
Montipora_capitata_HIv3___RNAseq.g7992.t1	Q8BIK4	DOCK9_MOUSE	41.778	900	426	17	7	2532	807	1666	0.0	644	2544	2055	99	HIGH	Dedicator of cytokinesis protein 9
Montipora_capitata_HIv3___RNAseq.g29851.t1	Q26636	CATL_SARPE	49.379	322	151	5	64	1002	21	339	9.07e-103	308	1005	339	93	HIGH	Cathepsin L
Montipora_capitata_HIv3___RNAseq.g23733.t1	Q8BIK4	DOCK9_MOUSE	52.107	261	103	4	1	723	1604	1862	2.24e-81	269	765	2055	95	HIGH	Dedicator of cytokinesis protein 9
Montipora_capitata_HIv3___RNAseq.g23734.t3	Q5JSL3	DOC11_HUMAN	33.548	465	225	12	7	1230	986	1423	2.33e-57	218	2475	2073	70	MEDIUM	Dedicator of cytokinesis protein 11
Montipora_capitata_HIv3___RNAseq.g18929.t1	Q9NQT4	EXOS5_HUMAN	55.556	207	92	0	49	669	28	234	3.71e-72	223	702	235	88	HIGH	Exosome complex component RRP46
Montipora_capitata_HIv3___RNAseq.g24095.t1	P97819	PLPL9_MOUSE	51.864	295	137	2	1564	2433	512	806	1.20e-96	322	2436	807	83	HIGH	85/88 kDa calcium-independent phospholipase A2
